"Year","State","District","Village","pH","EC","P","K","Ca","Mg","S","Zn","B","Fe","Cu","Mn","C","Lon","Lat","soil_type"
2016,"Andhra Pradesh","YSR Kadapa","Peddadandluru",8.48,0.344,5.834,270.9,6225.45,825.15,10.981,0.22,0.78,8.44,0.62,5.24,0.3,78.4354138892,14.767169444,""
2016,"Andhra Pradesh","YSR Kadapa","P.Sirgepalle",8.46,0.261,19.482,144.7,2998.3,654.9,7.464,0.32,1.676,10.88,0.88,7.9,0.486,78.4505416669,14.7517527781,""
2016,"Andhra Pradesh","YSR Kadapa","Suddapalle",7.97,0.162,14.596,256.2,5934.6,728.15,8.203,0.36,3.108,13,1,11.04,0.44,78.4845597221,15.0512261111,""
2016,"Andhra Pradesh","YSR Kadapa","Suddapalle",8.33,0.172,8.205,170.25,5508.15,625.1,7.375,0.22,4.201,11.5,0.76,7.64,0.337,78.4848555558,15.051108889,""
2016,"Andhra Pradesh","YSR Kadapa","Suddapalle",8.36,0.187,5.166,195.45,5869.75,609,8.394,0.22,3.372,15.74,0.82,10,0.345,78.4848083333,15.0513486113,""
2016,"Andhra Pradesh","YSR Kadapa","Peddamudium",8.02,0.212,10.302,243.4,5977.65,671.55,13.706,0.44,2.857,12.3,1.06,14.46,0.391,78.4847111112,15.0514536108,""
2016,"Andhra Pradesh","YSR Kadapa","Peddamudium",8,0.177,30.135,225.5,6024.85,751.25,9.982,0.46,3.296,12.72,1.04,10.54,0.408,78.484777778,15.0515441662,""
2016,"Andhra Pradesh","YSR Kadapa","Bheemagundam",8.75,0.158,5.029,210.7,5795.95,640.55,3.417,0.22,3.901,9.56,0.7,8.2,0.311,78.3670027778,14.9513547224,""
2016,"Andhra Pradesh","YSR Kadapa","Bheemagundam",8.45,0.128,5.968,184.35,4503.55,521.6,3.347,0.76,2.245,5.6,0.82,6.92,0.331,78.3671272223,14.9509800001,""
2016,"Andhra Pradesh","YSR Kadapa","Bheemagundam",8.51,0.167,5.806,180.35,4893.2,546.4,3.343,0.24,3.139,10.14,0.74,6.94,0.3,78.3671647223,14.9509577779,""
2016,"Andhra Pradesh","YSR Kadapa","Bhuthamapuram",8.31,0.153,5.446,203.2,4255.95,486.25,4.798,0.26,3.239,7.3,0.86,9.26,0.348,78.3685500002,14.9510638889,""
2016,"Andhra Pradesh","YSR Kadapa","Bhuthamapuram",8.57,0.168,6.748,169.8,5484.2,620.7,5.393,0.24,3.411,11.12,0.72,7.66,0.307,78.3683288893,14.9509202779,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlakunta",8.29,0.208,5.601,227.55,5482.35,682.2,8.663,0.26,2.261,8.06,0.78,14.18,0.413,78.4012622218,14.9504777782,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlakunta",8.06,0.166,6.082,216,5625.7,675.55,9.445,0.24,1.793,9.88,0.82,10.96,0.337,78.4010272226,14.9522805556,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlakunta",8.15,0.213,7.07,290.1,5614.45,772.35,9.098,0.4,3.141,9.82,0.8,13.84,0.42,78.4009311112,14.9511777781,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlakunta",8.33,0.149,5.566,257.6,5551.2,752.5,5.635,0.4,1.639,12.44,0.74,9.24,0.327,78.4008875004,14.9345149999,""
2016,"Andhra Pradesh","YSR Kadapa","Balapanaguduru",8.35,0.145,5.306,201.45,5076.05,668,4.837,0.36,3.678,11.04,0.64,8.36,0.298,78.4012083335,14.9344266667,""
2016,"Andhra Pradesh","YSR Kadapa","Balapanaguduru",8.5,0.165,3.879,191.9,5357.45,697.15,4.961,0.22,2.363,10.88,0.64,8.22,0.294,78.4011111114,14.934566111,""
2016,"Andhra Pradesh","YSR Kadapa","K ndasunkasula",7.85,0.257,16.973,162.15,1425.45,469.8,14.807,0.34,1.622,7.04,0.9,11.26,0.354,78.3169908331,15.0342150002,""
2016,"Andhra Pradesh","YSR Kadapa","K ndasunkasula",8.66,0.235,2.702,190.95,5627.9,680.1,7.278,0.18,1.027,14.66,0.6,5.12,0.369,78.3015791664,15.051452778,""
2016,"Andhra Pradesh","YSR Kadapa","K ndasunkasula",8.45,0.165,5.347,266.55,5408.9,654.6,4.995,0.24,0.907,8.62,0.74,8.14,0.37,78.3003833334,15.1342530557,""
2016,"Andhra Pradesh","YSR Kadapa","Paluru",8.65,0.175,3.492,191.75,4030.6,610.05,5.036,0.22,0.886,9.48,0.48,10.02,0.234,78.4505111115,14.983702778,""
2016,"Andhra Pradesh","YSR Kadapa","Paluru",8.41,0.178,4.654,287.55,6223.95,830.15,5.941,0.26,0.841,10,0.72,10.16,0.314,78.4343386112,14.9846258331,""
2016,"Andhra Pradesh","YSR Kadapa","Paluru",8.04,0.196,4.162,73.95,1206.15,158.9,8.052,0.16,0.355,3.46,0.12,6.82,0.263,78.4339316671,14.9838444446,""
2016,"Andhra Pradesh","YSR Kadapa","B.T.Padu",8.05,1.134,7.978,195.45,3267.65,797,158.429,0.4,2.542,20.04,2.56,16.28,0.691,78.4172555555,14.9669833334,""
2016,"Andhra Pradesh","YSR Kadapa","B.Venkatapuram",8.09,1.254,22.217,267.8,4119.95,1145.8,209.743,0.9,2.576,26.78,2.7,6.38,0.787,78.4182499997,14.9671111109,""
2016,"Andhra Pradesh","YSR Kadapa","Uppaluru",8.05,1.295,21.638,264.65,4089.65,1128.75,223.616,10.86,2.543,26.7,2.74,7.98,0.738,78.4340277777,14.9672916669,""
2016,"Andhra Pradesh","YSR Kadapa","Uppaluru",8.47,0.274,6.93,283.2,4969.55,718.5,11.655,0.28,1.261,10.92,0.72,10.16,0.396,78.4180833338,14.9511861113,""
2016,"Andhra Pradesh","YSR Kadapa","Ramachandraya Palle",8.11,0.248,9.619,368.9,4619.35,471.9,17.601,0.3,0.803,6.98,0.7,12.78,0.344,78.2505555555,14.8527722224,""
2016,"Andhra Pradesh","YSR Kadapa","Ramachandraya Palle",8.14,0.236,8.964,366.2,4514.05,453.05,18.996,0.42,0.79,7.02,0.74,12.72,0.29,78.251747222,14.9015666667,""
2016,"Andhra Pradesh","YSR Kadapa","Pichapadu",8.13,0.123,11.141,294.4,4978.45,820.7,4.355,0.12,0.916,6.48,0.58,8.7,0.279,78.7008083333,14.7509388889,""
2016,"Andhra Pradesh","YSR Kadapa","Pichapadu",8.13,0.272,24.845,256.5,3631.45,641.45,19.154,0.16,2.064,14.98,1.86,11.52,0.679,78.7006277774,14.7507388887,""
2016,"Andhra Pradesh","YSR Kadapa","Madur",8.06,0.337,22.288,300.6,4162.3,804.7,29.53,0.22,2.031,14.68,1.82,5.98,0.625,78.6188138887,14.7669722218,""
2016,"Andhra Pradesh","YSR Kadapa","Chinna Guravaluru",7.93,0.394,36.171,319.25,3424.8,646.55,26.688,0.64,1.971,23.9,2.26,29.6,0.887,78.6839722224,14.6843249997,""
2016,"Andhra Pradesh","YSR Kadapa","Chinna Guravaluru",7.91,0.181,22.79,232.75,3762.45,696.65,10.649,0.4,1.893,14.92,1.9,19.02,0.669,78.6851583329,14.6841027781,""
2016,"Andhra Pradesh","YSR Kadapa","S.Gangappa Naidu",8.21,0.227,11.066,467.45,2940.3,656.85,11.808,0.66,2.812,5.08,0.98,11.56,1.276,78.3191388889,14.6678888893,""
2016,"Andhra Pradesh","YSR Kadapa","N.Siva Kumar Naidu",8.39,0.132,7.26,290.55,3055.15,705.85,4.792,0.28,1.714,5.28,1.1,7.62,0.482,78.3176944446,14.6691666667,""
2016,"Andhra Pradesh","YSR Kadapa","Denepalli",7.96,0.192,9.62,356.8,3114.9,398.05,11.276,0.3,1.802,8.76,1.28,11.32,0.955,78.3014722227,14.668305556,""
2016,"Andhra Pradesh","YSR Kadapa","Denepalli",8.04,0.492,7.022,602.85,2912.85,599.6,46.505,0.24,1.808,5.42,1.16,21.88,0.708,78.3011111107,14.6842222225,""
2016,"Andhra Pradesh","YSR Kadapa","B nd lakunta",8.45,0.128,2.803,345.25,3964.75,427.85,5.461,0.14,0.885,7.14,0.82,5.64,0.307,78.333777778,14.6671944445,""
2016,"Andhra Pradesh","YSR Kadapa","Mangapatnam",7.99,0.232,2.701,413.2,4893.55,416.1,26.083,0.28,0.974,8.58,0.84,13.1,0.559,78.2510249998,14.7349638888,""
2016,"Andhra Pradesh","YSR Kadapa","Mangapatnam",8.3,0.147,2.625,362.2,4437.5,467.35,7.816,0.24,0.874,8.64,0.72,8.62,0.535,78.2361055555,14.7189249999,""
2016,"Andhra Pradesh","YSR Kadapa","S nthak vvur",8.21,0.935,11.202,487.1,3520.15,1147.65,44.33,0.94,2.252,4.32,1.72,4.86,0.512,78.867388889,15.1690333331,""
2016,"Andhra Pradesh","YSR Kadapa","S nthak vvur",8.1,0.993,17.948,456.2,3972.3,880.4,50.014,0.2,1.912,8.62,1.78,8.34,0.438,78.6337861114,14.90115,""
2016,"Andhra Pradesh","YSR Kadapa","Maduru",8.43,0.138,6.634,359.85,4124.5,659.8,3.567,0.06,0.972,7.72,0.94,6.64,0.304,78.2173972225,14.5171500003,""
2016,"Andhra Pradesh","YSR Kadapa","Maduru",8.23,0.101,5.003,405.9,4523.15,517,4.401,0.14,0.808,8.32,0.98,9.24,0.346,78.2174277779,14.5183055554,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlamadugu",8.54,0.162,3.638,415.3,4320.95,642.25,6.391,0.02,1.042,8.48,0.88,6.94,0.296,78.2343833331,14.4839916664,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlamadugu",7.95,0.365,6.03,389.3,5172.9,788.85,13.994,0.18,0.786,7.24,0.96,7.58,0.513,78.234377778,14.4841944446,""
2016,"Andhra Pradesh","YSR Kadapa","ThEluruu",8.43,0.099,3.784,218.4,2914.6,400.55,3.094,0.02,0.658,3.74,0.76,7.64,0.398,78.2340166669,14.517833333,""
2016,"Andhra Pradesh","YSR Kadapa","ThEluruu",8.27,0.098,4.567,226.4,2770.55,301.65,3.652,0.08,0.526,3.12,0.62,8.56,0.237,78.2340722226,14.5180416664,""
2016,"Andhra Pradesh","YSR Kadapa","Th nduru",8.17,0.14,2.648,442.5,4961.55,329.6,6.753,0.1,0.49,9.46,1.56,10.74,0.446,78.2847500001,14.5014666665,""
2016,"Andhra Pradesh","YSR Kadapa","Th nduru",8.73,0.204,3.516,240.65,3181.1,686.45,4.578,0.04,1.426,4.36,1.2,10.06,0.463,78.2841361112,14.5840777781,""
2016,"Andhra Pradesh","YSR Kadapa","Th nduru",8.37,0.095,2.404,157.3,2846.6,268.25,2.854,0.05,0.263,5.34,0.52,6.36,0.094,78.2677472224,14.5511527778,""
2016,"Andhra Pradesh","YSR Kadapa","Mallela",8.1,0.15,2.6,430.2,4965.8,631.2,8.756,0.06,0.791,6.42,1.28,9.88,0.421,78.3010277777,14.5524888889,""
2016,"Andhra Pradesh","YSR Kadapa","Mallela",8.07,0.915,19.353,456.4,3620,1069,70.442,0.94,3.649,8.22,2.32,16.4,0.651,78.3013611114,14.584511111,""
2016,"Andhra Pradesh","YSR Kadapa","B  chipalle",8,0.265,12.176,303.5,2951.8,966.05,17.123,0.22,1.198,6.74,1.64,16.78,0.61,78.2512944448,14.6170388888,""
2016,"Andhra Pradesh","YSR Kadapa","B  chipalle",8.18,0.158,12.763,514.45,4464.9,828.95,10.292,0.28,0.963,5.58,1.36,12.02,0.701,78.2514666668,14.6010472225,""
2016,"Andhra Pradesh","YSR Kadapa","Kakulavaram",7.55,0.118,8.944,103.7,1409.05,263.35,7.499,0.44,0.344,6.04,1.08,14.34,0.265,78.684283333,14.0849750003,""
2016,"Andhra Pradesh","YSR Kadapa","Kakulavaram",7.85,0.47,15.78,215.6,920.15,325.8,26.813,0.32,0.836,2.28,0.5,12.1,0.405,79.1678833329,14.1685305556,""
2016,"Andhra Pradesh","YSR Kadapa","Kakulavaram",7.53,0.098,6.063,90.75,910.45,252.45,7.375,0.18,0.333,2.9,0.28,7.12,0.246,79.1679583337,14.1688555553,""
2016,"Andhra Pradesh","YSR Kadapa","L.R.Palli",7.25,0.075,4.846,77.4,699.55,150.95,6.259,0.4,0.246,4.24,0.52,16.98,0.237,79.1689916664,14.2685527777,""
2016,"Andhra Pradesh","YSR Kadapa","Dappepalli",6.06,0.233,4.45,168.85,1708.4,439.95,31.315,0.6,0.639,83.74,3.18,13.14,0.679,79.0186944444,14.2847583334,""
2016,"Andhra Pradesh","YSR Kadapa","Dappepalli",7.36,2.22,25.125,301.8,3336.45,626.15,143.665,7.42,1.282,12.22,1.98,6.34,0.758,78.601111111,14.1669625004,""
2016,"Andhra Pradesh","YSR Kadapa","Dappepalli",8.31,0.187,5.976,175.75,2963.6,662.85,11.432,0.34,0.923,7.6,1.2,4.5,0.567,78.6014261111,14.9525938893,""
2016,"Andhra Pradesh","YSR Kadapa","Maddirevula",7.18,0.113,15.454,130.8,650.5,202.25,5.463,0.5,0.472,4.98,0.54,6.14,0.296,79.1840111108,14.2348472225,""
2016,"Andhra Pradesh","YSR Kadapa","B. Yerragudi",6.06,0.246,7.441,228.85,421,79.35,23.032,0.46,0.206,11.9,0.18,24.8,0.358,79.0525805555,14.4337361115,""
2016,"Andhra Pradesh","YSR Kadapa","B. Yerragudi",7.25,0.056,2.002,72.45,962.45,171.55,3.495,8.1,0.231,5.24,0.32,8.36,0.245,79.085318889,14.383675,""
2016,"Andhra Pradesh","YSR Kadapa","B. Yerragudi",7.93,0.42,11.721,73.1,285.1,106,20.202,0.54,0.231,3.4,0.2,4.02,0.182,79.117436111,14.3836166664,""
2016,"Andhra Pradesh","YSR Kadapa","Dinnapadu",8.03,0.132,14.799,56.75,754.95,219.5,19.029,0.46,0.425,3.86,0.38,4.76,0.245,79.1683027777,14.4000166663,""
2016,"Andhra Pradesh","YSR Kadapa","Dinnapadu",7.04,0.46,12.132,82.7,803.1,243.45,18.291,0.76,0.34,5.48,0.76,19.04,0.323,79.1674888885,14.3687222224,""
2016,"Andhra Pradesh","YSR Kadapa","K  rnuthala",5.89,0.075,5.297,108.95,280.35,86.35,5.409,0.42,0.245,7.08,0.16,23.56,0.283,79.1343666669,14.2013416667,""
2016,"Andhra Pradesh","YSR Kadapa","K  rnuthala",8,0.073,3.784,75.15,992.4,118.55,3.269,0.16,0.274,3.18,0.34,6.68,0.24,79.133930556,14.2005499998,""
2016,"Andhra Pradesh","YSR Kadapa","Naraharig ttlapalli",8.19,0.212,10.627,162.7,1034.7,254,35.596,0.92,0.424,2.8,0.32,9.24,0.277,79.0521111112,14.2027416665,""
2016,"Andhra Pradesh","YSR Kadapa","S mg  H/  Pulli",7.23,0.122,5.191,130.35,629.4,81.6,5.181,0.4,0.356,4.1,0.34,10.04,0.337,79.0679444448,14.2177805551,""
2016,"Andhra Pradesh","YSR Kadapa","Pandillapalli",6.63,0.115,8.824,84.9,266.7,82.1,7.198,0.3,0.272,6.18,0.18,9.04,0.207,79.0185499998,14.2008277779,""
2016,"Andhra Pradesh","YSR Kadapa","Pandillapalli",7.13,0.103,4.942,145.25,691.85,89.45,4.289,0.38,0.27,5.48,0.36,11.48,0.338,79.0505888891,14.2015777774,""
2016,"Andhra Pradesh","YSR Kadapa","G  dlavaripalli",6.92,0.215,4.086,194.7,1226.85,289.65,13.28,0.98,0.562,5.4,0.7,29.46,0.577,78.7190833334,14.1843569446,""
2016,"Andhra Pradesh","YSR Kadapa","Ananthapuram",6.4,0.044,2.083,61.95,465.85,161.75,4.881,0.36,0.209,5.88,0.48,17.06,0.223,78.7017694442,14.1839116669,""
2016,"Andhra Pradesh","YSR Kadapa","Nilakantaravupeta",8.03,0.119,9.842,149.2,1196.85,472.45,7.042,7.48,0.721,13.28,0.42,13.08,0.417,78.7357888888,14.2360055556,""
2016,"Andhra Pradesh","YSR Kadapa","G pagudipalli",8.04,0.563,20.632,137.05,2456.55,438.45,109.987,0.76,1.083,22.72,1.14,2.3,0.637,78.7180527778,14.2515527779,""
2016,"Andhra Pradesh","YSR Kadapa","Rachapalli",6.83,0.079,8.498,75.65,764.9,177.85,4.238,6.02,0.278,9.16,0.66,19.88,0.235,78.8019027775,14.1682222222,""
2016,"Andhra Pradesh","YSR Kadapa","Bandapalli",6.46,0.05,3.491,71.95,521.75,201.95,5.325,0.24,0.272,5.58,0.4,22.32,0.262,78.7674027774,14.0021083337,""
2016,"Andhra Pradesh","YSR Kadapa","Suddamalla",8.16,0.526,34.552,333.1,2216.7,1088.65,90.171,1.78,2.543,4.84,0.92,10,0.903,78.7179722219,14.2183361113,""
2016,"Andhra Pradesh","YSR Kadapa","Hasanapuram",7.98,0.256,31.236,200.25,1411.8,487.25,41.206,1.16,0.968,10.56,1.34,11.38,0.562,78.7684722224,14.1677694441,""
2016,"Andhra Pradesh","YSR Kadapa","Hasanapuram",8.42,0.278,24.218,130.5,1602.15,378.8,35.612,0.4,1.154,9.56,1.42,8.6,0.423,78.7684972227,14.1675777779,""
2016,"Andhra Pradesh","YSR Kadapa","Kalpanayana Cheruvu",6.35,0.107,5.092,61,462,161.2,11.853,0.66,0.219,8.56,0.38,31.86,0.322,78.7175833335,14.2503583335,""
2016,"Andhra Pradesh","YSR Kadapa","P limerapalli",5.5,0.048,2.829,39.15,144.1,46.75,2.901,0.24,0.113,11.24,0.14,14.82,0.185,78.901611111,14.0511694441,""
2016,"Andhra Pradesh","YSR Kadapa","T.Sundupalli",7.15,0.086,5.229,66.15,350.45,100.85,9.383,0.68,0.251,4.5,0.22,10.64,0.291,78.9009444444,14.0181388886,""
2016,"Andhra Pradesh","YSR Kadapa","T.Sundupalli",5.05,0.08,5.399,66.85,205.45,49.5,4.337,0.12,0.27,10.04,0.28,8.14,0.222,78.900638889,14.0338888892,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlapalli",6.98,0.072,4.894,67.75,373.45,133,5.013,0.14,0.192,4.58,0.3,9.26,0.219,78.9182499996,13.9188888892,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlapalli",6.74,0.442,16.854,218,806.85,256.45,26.024,1.2,0.733,19.84,0.62,39.22,0.886,78.9347222224,13.8840555554,""
2016,"Andhra Pradesh","YSR Kadapa","Madithadu",6.67,0.038,2.453,25.25,402.45,139.45,2.991,0.02,0.203,42.3,0.64,11.02,0.177,78.9340277776,14.0015277782,""
2016,"Andhra Pradesh","YSR Kadapa","Madithadu",6.34,0.042,3.095,73.8,543.1,135.4,4.076,0.24,0.229,8.66,0.76,19.12,0.291,78.9515833335,13.9522222222,""
2016,"Andhra Pradesh","YSR Kadapa","Peddanani Kalva",7.35,0.188,10.01,51.8,816.8,279.7,15.548,0.4,0.55,14.12,0.64,2.7,0.476,78.9682777778,13.951583333,""
2016,"Andhra Pradesh","YSR Kadapa","Rayavaram",8.15,0.152,5.481,182.9,2401.9,369.9,8.133,0.36,0.793,5.42,0.94,8.52,0.462,78.984611111,13.9843333333,""
2016,"Andhra Pradesh","YSR Kadapa","Rayavaram",6.59,0.07,1.781,70.8,377.8,106.25,4.302,0.4,0.227,4.3,0.34,14.48,0.245,78.9848888891,13.9672222223,""
2016,"Andhra Pradesh","YSR Kadapa","Rayavaram",8.05,0.106,5.649,98.15,1586.35,471.5,13.383,0.06,0.399,3.8,0.74,8.12,0.183,79.0012222223,13.9342222222,""
2016,"Andhra Pradesh","YSR Kadapa","Timmasamudram",7.29,0.111,5.53,73.2,679.6,113.5,5.294,1.42,0.326,6.08,1.36,13.88,0.434,78.91775,13.9683333329,""
2016,"Andhra Pradesh","YSR Kadapa","Timmasamudram",7.31,0.378,16.89,109.45,1762.55,602.1,16.886,1.52,1.351,6.96,1.4,5.54,0.851,78.9349444448,13.9336666669,""
2016,"Andhra Pradesh","YSR Kadapa","Mudumpadu",7.97,0.222,18.47,145.1,1141.4,225.5,14.193,0.98,0.512,7.42,0.6,12.8,0.476,79.0002777777,13.9184166669,""
2016,"Andhra Pradesh","YSR Kadapa","Reddyvaripalli",7.45,0.31,73.88,112.45,1781.75,478.2,87.092,2.52,0.724,23.28,1.16,7.8,0.741,78.9173055559,13.9174999996,""
2016,"Andhra Pradesh","YSR Kadapa","G.Reddyvariaplli",8.24,0.139,8.163,183.1,1723.35,369.8,9.063,0.4,0.522,3.4,1.22,6.12,0.373,78.8846944442,13.9174999996,""
2016,"Andhra Pradesh","YSR Kadapa","Y.N.Palem",6.21,0.034,2.331,56.6,413.9,96.65,3.304,0.02,0.1,8.72,0.62,12.62,0.157,78.9025,13.9172222224,""
2016,"Andhra Pradesh","YSR Kadapa","Akkampalli",6.26,0.242,2.005,69.85,702.5,311.95,13.768,0.02,0.178,6,0.18,26.96,0.203,78.9178888886,14.1520277776,""
2016,"Andhra Pradesh","YSR Kadapa","Sanipaya",6.77,0.055,3.593,52.2,242.55,83.95,4.572,0.02,0.113,17.8,0.44,9.58,0.108,78.93575,14.1021944445,""
2016,"Andhra Pradesh","YSR Kadapa","Sanipaya",7.51,0.148,8.976,64.9,358.6,107.7,16.934,2.16,0.178,2.14,0.62,9.36,0.205,78.9343055557,14.1022222219,""
2016,"Andhra Pradesh","YSR Kadapa","diveedu",5.3,0.028,2.019,20.3,237.95,98.7,3.451,0.3,0.385,98.98,0.96,14.58,0.443,78.9675,14.0671388891,""
2016,"Andhra Pradesh","YSR Kadapa","Matli",8.23,0.718,6.816,87.8,1227.85,396.15,49.759,0.22,1.207,2.18,0.6,5.28,0.423,78.8024722219,14.0849166667,""
2016,"Andhra Pradesh","YSR Kadapa","Matli",8.06,0.607,20.473,122.5,2131.1,900.95,38.19,0.48,1.591,11.2,2.56,11.56,0.941,78.8,14.1008333332,""
2016,"Andhra Pradesh","YSR Kadapa","Peddiveedu",7.65,0.166,7.429,22.7,616.25,166.4,17.121,0.42,0.546,20.46,0.42,2.1,0.351,78.8175555559,14.1191666669,""
2016,"Andhra Pradesh","YSR Kadapa","Vangimalla",7.68,0.155,23.091,262.5,1337.85,621.05,17.348,0.5,1.198,10,1.34,25.8,0.6,78.8346944443,14.169,""
2016,"Andhra Pradesh","YSR Kadapa","Vangimalla",9.26,0.598,11.254,181.85,1483.1,572.65,22.153,9.72,3.635,19.42,1.86,5.26,0.531,78.8672222221,14.1686111115,""
2016,"Andhra Pradesh","YSR Kadapa","Veeraballi",7.51,0.082,2.067,62.25,399.9,80.2,4.898,0.04,0.158,4.98,0.32,7.8,0.212,78.885388889,14.1009722218,""
2016,"Andhra Pradesh","YSR Kadapa","Veeraballi",8.25,0.073,10.108,189.9,1281.15,433.9,6.532,0.2,0.645,5.52,0.84,7.7,0.421,78.8525000001,14.1511388885,""
2016,"Andhra Pradesh","YSR Kadapa","Gadik ta",8.6,0.142,4.864,197.5,2110.75,246.75,5.559,13.06,0.483,2.36,0.7,4.48,0.166,78.9172500003,14.1838888889,""
2016,"Andhra Pradesh","YSR Kadapa","Gadik ta",8.02,1.017,10.682,501.8,2400.8,488.1,79.156,0.6,2.382,3.3,0.94,9.92,0.734,78.9184722221,14.1850277777,""
2016,"Andhra Pradesh","YSR Kadapa","S mavaram",8.12,0.208,13.67,371.45,2675.3,335.55,16.39,0.36,1.345,4.82,0.92,23.2,0.834,78.8184166667,14.1516944447,""
2016,"Andhra Pradesh","YSR Kadapa","S mavaram",6.61,0.334,2.332,173.1,1839.85,704.3,33.088,0.96,2.059,2.84,1.62,18.68,0.952,78.8171944449,14.1360555554,""
2016,"Andhra Pradesh","YSR Kadapa","Pulikunta",7.37,0.061,9.304,63.1,444.25,106.2,6.925,0.8,0.284,11.34,0.48,16.86,0.313,78.5836111107,14.1516666665,""
2016,"Andhra Pradesh","YSR Kadapa","Pulikunta",8.21,0.065,10.261,94.85,470.05,119.85,3.338,1.86,0.331,3.48,0.38,12.18,0.375,78.5838888888,14.150916667,""
2016,"Andhra Pradesh","YSR Kadapa","Eguvag ttiveedu",8.12,0.196,9.525,519.5,4331.25,641.4,10.135,0.2,1.255,5.32,1.08,13.52,0.442,78.550666667,14.0016666668,""
2016,"Andhra Pradesh","YSR Kadapa","Eguvag ttiveedu",8.16,0.17,25.58,438.25,5203.45,706,8.456,0.02,1.312,6.84,0.68,11.58,0.408,78.535416667,14.0015833329,""
2016,"Andhra Pradesh","YSR Kadapa","Eguvag ttiveedu",6.06,0.123,4.892,434.4,4567.9,854.6,7.14,0.02,0.971,7.2,0.76,8.14,0.262,78.6016388889,14.0016111112,""
2016,"Andhra Pradesh","YSR Kadapa","Thumukunta",7.67,0.035,3.98,54.85,214.25,52.7,3.758,0.82,0.196,14.9,0.24,13.68,0.3,78.4678333329,14.0681666668,""
2016,"Andhra Pradesh","YSR Kadapa","Thumukunta",8.14,0.073,9.646,162.65,801.75,287,4.662,0.72,0.52,5.26,0.72,21.1,0.461,78.4676944443,14.0680555555,""
2016,"Andhra Pradesh","YSR Kadapa","Araveedu",8.12,0.237,23.012,126.7,1490.5,480.95,28.405,8.1,1.038,3.46,1.24,14.08,0.438,78.634277778,13.9682499999,""
2016,"Andhra Pradesh","YSR Kadapa","Pulikunta",8.12,0.14,23.068,188.2,1113.25,426.6,12.054,0.28,0.519,4.24,0.76,9.1,0.466,78.5666666665,14.1355555557,""
2016,"Andhra Pradesh","YSR Kadapa","Pulikunta",8.1,0.13,26.465,199.1,1117.55,461.15,13.465,0.22,0.575,4.2,0.78,9.02,0.48,78.5676944441,14.1186111107,""
2016,"Andhra Pradesh","YSR Kadapa","N  liveedu",8.07,0.141,26.215,192.75,1105,446.4,16.472,5.54,0.618,3.98,0.72,7.76,0.563,78.5512944442,14.1004333336,""
2016,"Andhra Pradesh","YSR Kadapa","Veligallu",7.95,0.15,9.366,74.05,1196.2,349.25,14.78,0.28,0.642,3,1.02,13.98,0.41,78.4351666665,14.034852778,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlacheruvu",8.15,0.146,9.977,68.75,1018.75,179.4,11.851,0.48,0.46,2.84,0.34,7.12,0.41,78.5526666666,14.051605556,""
2016,"Andhra Pradesh","YSR Kadapa","Gundlacheruvu",8.08,0.096,7.098,108.45,2017.05,251.3,4.398,0.26,0.361,4.38,0.46,9.56,0.396,78.5354722227,14.0676944444,""
2016,"Andhra Pradesh","YSR Kadapa","Garugupalli",8.24,0.186,22.517,162.05,1016.35,312.35,12.985,1.34,0.92,3.26,0.42,11.52,0.622,78.5173055558,14.0679388892,""
2016,"Andhra Pradesh","YSR Kadapa","Garugupalli",7.96,0.9,7.65,58.65,690.8,270.95,7.395,0.7,0.37,2.4,0.32,4.92,0.308,78.5168444446,14.084408333,""
2016,"Andhra Pradesh","YSR Kadapa","K rlakunta",7.65,0.101,16.978,84.95,852.05,266.35,5.761,0.44,0.309,4,0.6,8.36,0.316,78.7358250002,14.0503555559,""
2016,"Andhra Pradesh","YSR Kadapa","K rlakunta",6.41,0.076,14.756,73.7,416.4,138.1,7.62,0.46,0.189,13.12,0.36,22.48,0.274,78.5178055555,14.0175527779,""
2016,"Andhra Pradesh","YSR Kadapa","Pandikunta",8.02,0.158,28.096,200.5,1180.4,465.5,16.747,0.1,0.602,4.1,0.66,7.54,0.396,78.5353305552,14.1024833337,""
2016,"Andhra Pradesh","YSR Kadapa","Pandikunta",6.38,0.069,11.087,69.75,514.9,173.8,6.759,0.96,0.243,19.26,1,42.02,0.442,78.6017777775,14.0023394442,""
2016,"Andhra Pradesh","YSR Kadapa","Talamudipi",8,0.337,15.809,473.65,2265.9,833.45,38.694,0.04,1.426,4.5,1.44,14.28,0.89,78.5019277774,14.1516111109,""
2016,"Andhra Pradesh","YSR Kadapa","Talamudipi",7.6,0.066,7.538,215.45,981.55,249.05,3.987,0.38,0.313,4.72,0.62,14.22,0.295,78.5022000004,14.1360416663,""
2016,"Andhra Pradesh","YSR Kadapa","T.Chakibanda",7.85,0.281,5.055,164.75,2663.7,483.75,15.269,0.26,1.082,5.36,0.68,7.28,0.655,78.667883333,13.9837277775,""
